,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
444,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch,HXP: Self-Defense Forces,Syria,6038881,2018-02-07,SYR21078,21078,Battles,0,2,8,2,28,760,SYR,36.7335,Sheikh Khoraz,36.8891,"Violent clashes and exchange of targeting took place between Turkish and allied Olive Branch factions against YPG and Self-Defense Forces in the Sheikh Khoraz area of northern Afrin, where conflicting sources indicate who established control of the area. YPG fighters reportedly seized an ACV-15 that was abandoned. No fatalities reported.",Middle East,SOHR; Liveuamap,Local partner-New media,Armed clash,1,1571164390,2018
445,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,,Syria,6077915,2018-02-07,SYR20991,20991,Battles,0,2,8,2,28,760,SYR,36.7488,Ali Baski,36.6721,"Turkish forces repelled a YPG attack on a position of FSA Olive Branch forces in northwest Afrin, in the vicinity of Ali Baski town. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164573,2018
446,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,A'zaz,Aghtrin,JSH: Free Syrian Army,,Syria,6081363,2018-02-07,SYR20994,20994,Battles,0,2,2,2,22,760,SYR,36.4331,Abla,37.3551,Clashes took place between YPG fighters and FSA Olive Branch factions near Abla village in northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164584,2018
447,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch,HXP: Self-Defense Forces,Syria,5865050,2018-02-07,SYR21025,21025,Battles,10,2,8,2,28,760,SYR,36.3675,Qushla,36.6067,"Clashes took place between Turkish and allied Olive Branch factions against YPG and Self-Defense Forces in the Hama area in western Afrin. Clashes were accompanied by YPG and HDX targeting, likely machine gun, and Turkish shelling which resulted in an unknown number of fatalities, coded as 10, on both sides.",Middle East,SOHR,Other,Armed clash,1,1567462276,2018
448,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,,,Syria,6075837,2018-02-07,SYR21081,21081,Battles,0,1,2,2,22,760,SYR,36.6649,Tal Sakarkaya,37.0191,Olive Branch faction fighters took control of an underground tunnel system in Tal Sarkaya in northern Afrin from YPG fighters. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2018
449,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JWS: Syrian National Army,,Syria,6080631,2018-02-07,SYR21080,21080,Battles,0,1,8,2,28,760,SYR,36.7570,Tal Khawz,36.8502,"The FSA's National Army and Turkish forces took control of Tal Khawz in northern Afrin, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164583,2018
450,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,Operation Olive Branch,HXP: Self-Defense Forces,Syria,5850023,2018-02-06,SYR20955,20955,Battles,5,2,8,2,28,760,SYR,36.6770,Raju,36.6645,"Turkish forces shelled areas in the Raju sub-district of northern Afrin as clashes took place between Turkish and allied Olive Branch forces against YPG and Self-Defense Forces in areas between the boundary of Raju and Sheikh Hadid sub-districts. Clashes were accompanied by exchange of shelling, where a large number of faction fighters were injured by YPG shelling. Fatalities reported on both sides with the unknown number coded as 10 and split, 5 each, between the 2 sub-districts.",Middle East,SOHR,Other,Armed clash,1,1567462256,2018
451,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,,,Syria,6076866,2018-02-06,SYR20907,20907,Battles,0,1,8,2,28,760,SYR,36.5662,Hajj Bilal,36.6323,Clashes and exchange of fire took place between YPG and Turkish forces in Hajj Bilil village in western Afrin. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164570,2018
452,YPG: Peoples Protection Units,Operation Olive Branch,Aleppo,Afrin,Bulbul,,JSH: Free Syrian Army,Syria,6075857,2018-02-06,SYR20966,20966,Explosions/Remote violence,0,2,2,2,22,760,SYR,36.7335,Sheikh Khoraz,36.8891,"YPG fighters fired a shell on Olive Branch FSA faction positions near Sheikh Khoraz in northern Afrin, injuring around 20 faction fighters. The factions accused YPG of using a shell with chlorine gas, a charge the group and other sources deny. The YPG claimed Turkish forces launched the chemical attack on its own FSA allies. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Chemical weapon,1,1571164569,2018
453,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,,,Syria,6081123,2018-02-06,SYR20963,20963,Battles,0,2,2,2,22,760,SYR,36.6213,Sharan,36.9416,Olive Branch factions reportedly took control of a YPG training camp in Afrin district's northern Sharan area. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164583,2018
454,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,Operation Olive Branch,HXP: Self-Defense Forces,Syria,5866473,2018-02-06,SYR20964,20964,Battles,5,2,8,2,28,760,SYR,36.5016,Sheikh al-Hadid,36.5992,"Turkish forces shelled areas in the Sheikh al-Hadid sub-district of northern Afrin as clashes took place between Turkish and allied Olive Branch forces against YPG and Self-Defense Forces in areas between the boundary of Raju and Sheikh Hadid sub-districts. Clashes were accompanied by exchange of shelling, where a large number of faction fighters were injured by YPG shelling. Fatalities reported on both sides with the unknown number coded as 10 and split, 5 each, between the 2 sub-districts.",Middle East,SOHR,Other,Armed clash,1,1567462278,2018
455,YPG: Peoples Protection Units,Operation Olive Branch,Aleppo,Afrin,Sheikh El-Hadid,QSD: Syrian Democratic Forces,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),Syria,5850391,2018-02-05,SYR20824,20824,Battles,10,1,2,2,22,760,SYR,36.5662,Hajj Bilal,36.6323,"YPG-led QSD forces clashed heavily with the Turkish-led Operation Olive Branch (JSH and other Islamist faction groups) forces in and around the village of Hajj Bilal with losses reported on both sides. Given heavy fighting, fatalities are assumed. Unknown number of fatalities coded as 10.",Middle East,SOHR,Other,Armed clash,1,1567462257,2018
456,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6077939,2018-02-05,SYR20855,20855,Battles,0,1,2,2,22,760,SYR,36.6770,Raju,36.6645,"Operation Olive Branch forces, led by the Turkish military, launched a new operation against YPG forces in the mountains in the Raju district backed by M60-T Sabra tanks. Neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164573,2018
457,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Bulbul,QSD: Syrian Democratic Forces,,Syria,6077844,2018-02-05,SYR20806,20806,Explosions/Remote violence,0,1,2,8,28,760,SYR,36.7697,Bulbul,36.8193,"YPG/QSD fighters destroyed, likely with a guided missile or shelling, a Turkish military vehicle in the town of Bulbul with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164572,2018
458,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6081618,2018-02-05,SYR20863,20863,Battles,0,1,2,2,22,760,SYR,36.6552,Surka,36.5891,"Operation Olive Branch forces, led by the Turkish military, captured the village of Surka from YPG fighters. Neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164584,2018
459,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6078468,2018-02-05,SYR20862,20862,Battles,0,1,2,2,22,760,SYR,36.7335,Sheikh Khoraz,36.8891,"Operation Olive Branch forces, led by the Turkish military, recaptured the village of Sheikh Khoraz from YPG fighters. Neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
460,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,Military Forces of Turkey (2016-); Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6079201,2018-02-05,SYR20816,20816,Battles,0,1,2,2,22,760,SYR,36.6630,Dikmatash,37.0149,"Operation Olive Branch forces, led by the Turkish military, recaptured the village of Dikmatash and the nearby Sarkays hill from YPG (the source refers to PKK) fighters. Neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
